,level_0,index,frequency
358,358,CC2,2742
359,359,Oc4,23228
360,360,cc(Cl),22896
361,361,)NC(=O)[C@H](CC,22854
362,362,c3cccc(,22830
363,363,[C@H](NC(=O),22725
364,364,COc1ccc2,22607
365,365,Cc2,22520
366,366,[C@@]2,22441
367,367,Cn1,22306
368,368,2)C(=O)N,854
369,369,(O,22116
370,370,c1)c2,22097
371,371,-],893
372,372,(C)C(=O),21796
373,373,)c3ccccc3,16541
374,374,1),21568
375,375,Cc1ccc(,21508
376,376,c3ccccc2,21463
377,377,4),21429
378,378,=C(C,21410
379,379,=N\,21304
380,380,ccc(F)cc,21255
381,381,[C@H]4,21064
382,382,(/,20952
383,383,2)N,141
384,384,c1cn,20718
385,385,cc(O),20676
386,386,COc1ccccc1,20588
387,387,2)C,465
388,388,C(=S)N,20526
389,389,c3ccc4,20516
390,390,C1=O,20472
391,391,\C=C/,20444
392,392,2CCC,20441
393,393,1CC,20430
394,394,ccccc6,6823
395,395,[C@@]3,20300
396,396,.OC(=O),20218
397,397,(O)C,20083
398,398,[C@]2,19963
399,399,[C@]3,19943
400,400,OC(=O)C,4531
401,401,3CCN(CC,19844
402,402,3)C(=O),19813
403,403,Cc1ccc(cc1,19698
404,404,F)c(,19644
405,405,c3ccc(Cl)cc,19480
406,406,NC,19457
407,407,c(CC,19449
408,408,=CC(=O),19349
409,409,[C@@]1,19271
410,410,\C(=C/,19105
411,411,c4ccccc3,18936
412,412,1)C(=O),18761
413,413,O)C(=O)N,1349
414,414,c2cn,18637
415,415,\N=C\,18584
416,416,ccs,18418
417,417,C(F)(F)F,8635
418,418,)[N+](=O)[O-],16119
419,419,CCC(=O)N,18284
420,420,[O-][N+](=O),18240
421,421,1C,191
422,422,C[C@@H]1,18083
423,423,\C(=C\,17979
424,424,3CCOCC,17867
425,425,)c4ccccc4,16528
426,426,(CC(=O)N,17649
427,427,c(OC,17601
428,428,(=C,17163
429,429,Nc1,17134
430,430,[C@@H](NC(=O),17010
431,431,OCC(=O)N,104
432,432,c4ccc(cc4,16945
433,433,)NC(=O)[C@H](C,16929
434,434,COc1cc2,16904
435,435,O)cc,16898
436,436,cnc2,16861
437,437,c5ccc(,16815
438,438,)C#N,12482
439,439,C(=C,16773
440,440,FC(F)(F),16768
441,441,O=C1,16739
442,442,c2ccc(Cl)cc,16725
443,443,)O,1109
444,444,c3c2,5362
445,445,COc1cccc(,16453
446,446,)C(=O)NC,16405
447,447,cccc(C,16372
448,448,c3ccc(F)cc,16355
449,449,c2cccc(c2,16349
450,450,c3cn,16312
451,451,\C=N\,16300
452,452,)C(F)(F)F),16258
453,453,2=O),16250
454,454,C(=O)NC,16033
455,455,CNC(=O),15969
456,456,Cc1cc(,15946
457,457,3CCC,15931
458,458,3)N,325
459,459,CCNC(=O),15902
460,460,-].,15852
461,461,1)N,15696
462,462,CCc1,15656
463,463,c(N)n,15579
464,464,nn2,744
465,465,n1)c2,15491
466,466,)s,15432
467,467,)C(=O)O),15350
468,468,C(=O)N(C,15305
469,469,4CCOCC,15241
470,470,=C(N)N,470
471,471,=C(,15193
472,472,3)n,14931
473,473,OC(=O)C),14867
474,474,[C@@H]5,14824
475,475,F)C,14796
476,476,cccc(Cl,14795
477,477,+].,14718
478,478,O[C@H],14634
479,479,)n3,1324
480,480,[N+](=O)[O-],10692
481,481,c3o,14388
482,482,4)C,300
483,483,%10,425
484,484,c1ccc(N,14338
485,485,SCC(=O)N,14278
486,486,nc4,186
487,487,[C@@H](O)[C@H](O),14253
488,488,CCC1,264
489,489,cnc3,146
490,490,CCOc1,14075
491,491,#C,1963
492,492,CCN(CC1)c2,13987
493,493,(NC(=O),13973
494,494,3C(=O),13955
495,495,c2ccccc1,13944
496,496,\C(=N/,13916
497,497,)c(O),13886
498,498,OCO,13820
499,499,c2c(,13782
500,500,F)c2,1636
501,501,nc(C,13710
502,502,c1cccc(c1,13658
503,503,[C@]4,13612
504,504,4CCCC,13587
505,505,CCCN1,13514
506,506,%2,13464
507,507,[C@@]4,13455
508,508,(OC,13419
509,509,c(CN,13378
510,510,C(=O)N[C@@H](CC,13372
511,511,O)C,712
512,512,OC(C,13266
513,513,c2ccc(F)cc,13212
514,514,C[C@H]1,13164
515,515,O[C@H](CO),13149
516,516,Cc1ccccc1,780
517,517,[C@@H]2C,325
518,518,)c4ccc(,13024
519,519,OC(=O)N,13005
520,520,CCCCN,326
521,521,CC3,1667
522,522,c6ccccc6,2905
523,523,C#N,5763
524,524,C1=C,12773
525,525,c2nc(,12719
526,526,OP(=O)(O),12718
527,527,[Na,12686
528,528,ccc(Cl)c(Cl,12667
529,529,4)n,12635
530,530,c3c(,12621
531,531,[C@H]5,12589
532,532,c4cccc(,12578
533,533,[Na+].,12525
534,534,c1ccc(C,12498
535,535,cc(OC)c(OC,12425
536,536,c12,1029
537,537,2)c3ccc(,12354
538,538,CCCCC1,977
539,539,c4n,12292
540,540,NC(=O)[C@H](C),12263
541,541,)c(N,12243
542,542,)\C,2492
543,543,C(=O)C,904
544,544,ccc(cc2,12203
545,545,)cc(,12168
546,546,4CCCCC,12164
547,547,2CCC(CC,12157
548,548,(C(=O)N,12149
549,549,OCCN,12119
550,550,[C@H]2C,190
551,551,3)C(=O)N,1090
552,552,cc(OC)c1,902
553,553,Cc1cccc(,11999
554,554,C3=O),11989
555,555,onc(,11957
556,556,F)c3,2642
557,557,)ccc1,11824
558,558,[C@@H]1C,389
559,559,)cc4,6152
560,560,)c(C),11746
561,561,CCCN(C,11731
562,562,[S,11714
563,563,[C@@H]1CC,11694
564,564,CC1(C),11694
565,565,(CCC,11664
566,566,C(=O)N[C@@H](C,11623
567,567,CCOCC,11582
568,568,NC(=O)C2,121
569,569,C2=O,11538
570,570,c2ccc(O),11525
571,571,1=O),11513
572,572,)C(=O)C,3220
573,573,c4ccc(Cl)cc,11482
574,574,)n1,5145
575,575,cc(CN,11384
576,576,c4ccc(F)cc,11338
577,577,CCNCC,11327
578,578,)CC1,2169
579,579,[nH]c(,11280
580,580,(CCN,11259
581,581,)NC(=O)C,590
582,582,CC[C@H](C),11181
583,583,)c2c1,4521
584,584,c4cc(,11112
585,585,CCC2,435
586,586,n5,3300
587,587,1)C,433
588,588,cccnc3,4357
589,589,)CC2,8100
590,590,[C@H](O,11034
591,591,.OC(=O)C(F)(F)F,2473
592,592,c3ccc(OC,10960
593,593,)C(=O)OC,2432
594,594,[C@@H]3C,10939
595,595,S(=O)(=O)C,1563
596,596,2/,10921
597,597,c1cc2,10910
598,598,\C=C(/,10886
599,599,([O-],10862
600,600,cccnc2,2334
601,601,c2ccc(OC,10800
602,602,NC(=O)CN,10799
603,603,ccncc,10781
604,604,(C)C)C(=O)N,1415
605,605,C(=O)OC,1400
606,606,C(=O)N1,546
607,607,c2c[nH],10721
608,608,c8,104
609,609,Nc1n,10685
610,610,[C@H]1C,392
611,611,2CCOCC,10651
612,612,(C)C)C,1759
613,613,2CCN(CC2)c3,10566
614,614,ncc(,10552
615,615,[C@@]5,10549
616,616,CCCCCC,180
617,617,CN=C(N)N,10500
618,618,c(c1,10461
619,619,[C@](C),10432
620,620,[C@H]1CC,10405
621,621,c3cccc(c3,10340
622,622,[C@@](C),10330
623,623,=C1,393
624,624,nc(C),10174
625,625,n2)c3,10141
626,626,N2,536
627,627,occc,10136
628,628,\C(=N\,10136
629,629,cn2,390
630,630,[C@H](NC(=O)[C@H](CC,10026
631,631,ccc(C)cc,10022
632,632,4CCC,10016
633,633,3)c4ccccc4,8282
634,634,c5ccccc4,9961
635,635,NC(=O)CS,9951
636,636,[C@H](O)C,9943
637,637,CCn1,9937
638,638,c4ccc5,9936
639,639,=CC(=O)N,9907
640,640,CC(N,9905
641,641,3)cc1,765
642,642,c3ccc(O),9898
643,643,1)C(=O)N,306
644,644,Cc1ccc2,9874
645,645,n(C,9872
646,646,c2cc1,9859
647,647,n[nH],9849
648,648,c(Cl)cc,9828
649,649,[C@@H]6,9827
650,650,c2ccccc2),9821
651,651,COc1ccc(C,9785
652,652,3CCCCC3,3261
653,653,[C@@H](CO),9730
654,654,(S,9713
655,655,c2cccc3,9660
656,656,c1c[nH],9594
657,657,3=O),9592
658,658,c1ccc(cc1)N,9541
659,659,CC(C,9451
660,660,[C@@H]2CC,9416
661,661,[C@@H](N)C,9409
662,662,cccc1,9367
663,663,)c(c1,9228
664,664,[C@H]1O,3242
665,665,[C@@H]3CC,9206
666,666,sc(,9205
667,667,c2o,9189
668,668,Nc2n,9130
669,669,)c7,297
670,670,CC(=O)O,4313
671,671,COC,175
672,672,5),9022
673,673,NC(=O)c1,9020
674,674,O)cc1,5012
675,675,O)N,8985
676,676,2CCCCC2,418
677,677,2CCN(CC2)C(=O),8966
678,678,O=C(C,8937
679,679,cnc(,8930
680,680,3)c4ccc(,8905
681,681,(C)c2,8885
682,682,[C@@H](O)C,8857
683,683,c2cc3,8849
684,684,cc6,8815
685,685,)C4,1221
686,686,csc(,8781
687,687,NC(=O)CC,8759
688,688,CN(C)C,398
689,689,NCC,8716
690,690,COc1ccc(cc1)c2,8700
691,691,CN1C(=O),8667
692,692,)C2=O),8654
693,693,)c3ccc(cc3,8637
694,694,[C@H]3C,8635
695,695,C)\,8626
696,696,[C@H]3CC,8610
697,697,c%1,8605
698,698,)c5ccccc5,7705
699,699,CCN(C)CC,8590
700,700,)C1=O,8584
701,701,O)C(=O),8570
702,702,CCN(CC1)C(=O),8545
703,703,OC(C)(C)C,1499
704,704,(F)(,8475
705,705,4)cc1,159
706,706,4CCN(CC,8413
707,707,cccc3,379
708,708,CS(=O)(=O),8387
709,709,cc(CC,8381
710,710,5CCOCC,8377
711,711,5)c6,8353
712,712,cc(C(=O)N,8349
713,713,c1ccc(cc1)C(=O)N,8321
714,714,)C(=O)N[C@@H](CCCCN,8312
715,715,C(N,8311
716,716,c3c[nH],8276
717,717,C1=N,8260
718,718,c1nc(,8196
719,719,(c3ccccc3,8174
720,720,[n+]1,8156
721,721,4)N,140
722,722,OC),8125
723,723,cccc4,324
724,724,c4cn,8123
725,725,Oc1ccc2,8114
726,726,c4cccc,8110
727,727,\C=C\2/,8109
728,728,Br)cc,8055
729,729,[C@H](CN,8040
730,730,[C@H]6,8027
731,731,)C(C)(C)C,5100
732,732,nc(N)n,7994
733,733,2)S(=O)(=O),7985
734,734,(c2ccccc2,7982
735,735,OCOc4,7972
736,736,c1ccccc1)c2,7845
737,737,Clc1ccc(,7841
738,738,Cc1n,7827
739,739,Oc2,7818
740,740,5C,596
741,741,)C(=O)N[C@@H](CCCNC(=N)N,7786
742,742,S),7765
743,743,)cc1OC,392
744,744,NC(=N,7653
745,745,ccccc7,1871
746,746,c2ccc(O)cc2,899
747,747,N(C(=O),7589
748,748,(C)C(=O)N,7586
749,749,OC2,7581
750,750,Oc1ccc(,7569
751,751,CC1=C,7551
752,752,CN(,7540
753,753,c1ccc(cc1)C2,7527
754,754,ccccc13,7525
755,755,\C=C\C,7517
756,756,O)c2,581
757,757,cncn,7493
758,758,[C@H](OC(=O),7460
759,759,CCOC(=O)c1,7437
760,760,%3,7436
761,761,[C@]5,7435
762,762,c4c3,2933
763,763,c2s,7410
764,764,c(F)cc,7410
765,765,OS(=O)(=O),7407
766,766,CCCN(CC,7407
767,767,3CCC(CC,7407
768,768,co,7395
769,769,c3ccn,7380
770,770,COc1ccc(cc1OC,7369
771,771,ccc6,7365
772,772,c1ccc(cc1)S(=O)(=O)N,107
773,773,c23,1193
774,774,OCCCC,7325
775,775,C2=N,7320
776,776,)ccc2,7319
777,777,\C=C\C(=O),7316
778,778,cccc(CN,7302
779,779,[C@@H]([C@@H](C),7298
780,780,n(,7295
781,781,O)\,7283
782,782,NC(=S)N,7280
783,783,c4ccccc34,5253
784,784,CC(=,7274
785,785,/C,7265
786,786,)C(=N,7245
787,787,Clc1,7204
788,788,(O)(C,7194
789,789,1CCC,7190
790,790,[C@@H](NC(=O)[C@H](CC,7189
791,791,F)c4,2100
792,792,c3ccc(Cl)cc3,4115
793,793,OCCO,216
794,794,CC(,7131
795,795,c2nn,7111
796,796,CCCCC3,1527
797,797,c2ccc(Cl)cc2,2666
798,798,COc1cc(cc(OC)c1,7073
799,799,[C@H](NC(=O)[C@H](C,7070
800,800,c3cccs,7061
801,801,OCCC,7036
802,802,\N=C(/,7022
803,803,CCCCCCCCCCCC,100
804,804,nn1,396
805,805,ccc(C)cc3,3657
806,806,COc1cc(ccc1,6987
807,807,cc(OC)c(OC)c(OC,6980
808,808,SCC,6968
809,809,C3CC,6952
810,810,)c2cc1,6912
811,811,(CC(C,6900
812,812,N(,6894
813,813,Fc1ccc(,6868
814,814,[C@]4(C),6860
815,815,c3cccc4,6844
816,816,cc(c1,6843
817,817,c3cccnc3,2241
818,818,N1C(=O),6818
819,819,C(,6784
820,820,)C1=O),6771
821,821,[C@@H]7,6754
822,822,C2CCCC,6752
823,823,)C2=O,6729
824,824,2)c3ccccc3,5850
825,825,ccc(Cl)cc1,387
826,826,OCOc3,6695
827,827,[C@@H]5CC,6690
828,828,=C2,116
829,829,C5,274
830,830,NC(=N)N,105
831,831,C[C@]1,6641
832,832,ccnc(,6638
833,833,CN(C)CC,6618
834,834,[Br,6615
835,835,cc(F),6613
836,836,)N2,138
837,837,OCOc5,6601
838,838,[Br-].,6598
839,839,COC1,6587
840,840,[C@H](CO),6582
841,841,c2cc(ccc2,6576
842,842,N1C,130
843,843,2)C3,6558
844,844,nc(s,6554
845,845,cc(N,6554
846,846,n2C,913
847,847,nn(,6518
848,848,cnc(N,6512
849,849,F)c,6468
850,850,c3ccc(O)cc3,945
851,851,(CO),6461
852,852,C(CC,6455
853,853,CN(C(=O),6453
854,854,COc1cccc(c1,6423
855,855,4CCOCC4,4119
856,856,Cc1ccc(C,6402
857,857,COc1cc(OC,6369
858,858,)C(=,6367
859,859,(C)c3,6365
860,860,CN(C)C(=O),6353
861,861,(C)c1,6315
862,862,(CCCC,6277
863,863,c3ccc(F)cc3,3271
864,864,[C@@H](N),6271
865,865,c2c[nH]c3ccccc2,6263
866,866,[C@H]([C@H](O),6247
867,867,5CCCC,6237
868,868,OC3,180
869,869,C3CCCC,6223
870,870,6CC,6215
871,871,cccnc4,4101
872,872,c2ccn,6189
873,873,cccc(c3,6185
874,874,c(cn,6175
875,875,s1,2376
876,876,\C=C\C(=O)N,6169
877,877,CC(O),6153
878,878,c1cccc(c1)c2,6142
879,879,3CCOCC3,3899
880,880,)/,6136
881,881,ccc(C)cc2,1993
882,882,(C)C)N,6122
883,883,c6ccc(,6119
884,884,4CC4,4621
885,885,c2ccc(C,6110
886,886,O[C@H](CO)[C@@H](O)[C@H](O),6104
887,887,(C)N,6094
888,888,(F)(F)F)cc,6077
889,889,C(=C1,6068
890,890,COc1ccc(CN,6046
891,891,c4ccc(O),6041
892,892,c1ccc(O)cc1,334
893,893,c4ccc(OC,6014
894,894,)nc(,6014
895,895,/C/,6011
896,896,cccnc1,406
897,897,Cc1o,6000
898,898,OCCOCC,5998
899,899,Oc3ccccc3,923
900,900,4C(=O),5980
901,901,Cl.Cl.,5978
902,902,5CCCCC,5977
903,903,c1cc(ccc1,5974
904,904,Cc1cc(C),5959
905,905,CCCCCCCCCCCCCCCC,5958
906,906,[S+],5955
907,907,CCS,5922
908,908,c3s,5913
909,909,4)C(=O),5904
910,910,N(C)C(=O),5896
911,911,[C@H]7,5895
912,912,[C@@H]4CC,5891
913,913,)\N,134
914,914,cc(Cl)ccc3,5880
915,915,c3cc4,5871
916,916,[C@H](NC(=O)C,5857
917,917,N=C(N,5857
918,918,(CC(=O)O),5853
919,919,O1,2282
920,920,c3cccc(Cl,5842
921,921,C2=C,5814
922,922,)c(c2,5811
923,923,cc(Cl)ccc2,5806
924,924,c1nc2,5804
925,925,CCOC(=O)C1,5785
926,926,ccccc14,5783
927,927,c2ccc(cc2)c3,5778
928,928,)ccc3,5777
929,929,C3=C,118
930,930,c1ccc(cc1)C,5773
931,931,)OC,819
932,932,no,5769
933,933,c(NC,5765
934,934,c1o,5754
935,935,nc(cs,5738
936,936,3CCN(CC3)c4,5727
937,937,c1ccc(OC,5724
938,938,2)c4,5724
939,939,C(=O)C=C,5710
940,940,C[C@@H](O),5709
941,941,5)n,5697
942,942,Fc1,5674
943,943,)C2=N,5664
944,944,c3occc3,2725
945,945,[C@H](OC(=O)C),5647
946,946,(F)(F)C,5640
947,947,c2c(C,5632
948,948,CCC(C,5601
949,949,CCCC1,277
950,950,cc(cn,5576
951,951,CCN(CC),5567
952,952,3)c1,274
953,953,)c4ccc(cc4,5501
954,954,(Cl)c2,5497
955,955,c2oc(,5483
956,956,[C@@]2(C),5473
957,957,c2ccc3ccccc3,5468
958,958,c2c(C),5462
959,959,CCN(CC1,5455
960,960,ncnc(N,5448
961,961,[C@@H]4C,5442
962,962,c1nn,5436
963,963,[C@H]2CC,5433
964,964,[C@@H](C)C,5433
965,965,c5ccc(cc5,5425
966,966,CNC,5416
967,967,5)C,220
968,968,c3ccc(Br,5404
969,969,(C)C)NC(=O)[C@H](CC,5402
970,970,1CCCCC1,5401
971,971,cc(NC(=O),5398
972,972,c1c[nH]c2ccccc1,5396
973,973,cc(Cl)cc,5393
974,974,cc(ccc2,5392
975,975,c4cccc(c4,5382
976,976,)n4,343
977,977,C[C@H](N,5363
978,978,c2ccc(N,5359
979,979,CC(=O)N1,5345
980,980,1=C,5345
981,981,4)C(=O)N,363
982,982,c2C,421
983,983,cc(C(=O),5319
984,984,Cc1cc(C,5313
985,985,CCC(C),5311
986,986,nc(O),5280
987,987,CCCNC(=O),5276
988,988,ccnc(N,5255
989,989,cnc4,150
990,990,c4ccccc2,5240
991,991,(CCN(CC,5234
992,992,COC(=O)c1,5222
993,993,c4ccc(F)cc4,2724
994,994,N2C(=O),5209
995,995,CS(=O)(=O)N,5192
996,996,O[C@@H]1,5188
997,997,[C@H](O)[C@@H](O),5184
998,998,c2ccc(F)cc2,1862
999,999,(CCCCC,5172
1000,1000,)nc3,741
1001,1001,c4cc5,5162
1002,1002,%11,272
1003,1003,(\,5158
1004,1004,nnc(,5149
1005,1005,ccc(OC,5128
1006,1006,[C@@H]1O),5120
1007,1007,2CCN(C,5116
1008,1008,Oc1ccccc1,5113
1009,1009,O)C(=O)N[C@@H](CC,5109
1010,1010,cc(Br,5108
1011,1011,[C@H]4C,5107
1012,1012,c2ccccc2)c3,5101
1013,1013,c3ccc(C)cc3,2386
1014,1014,)N(C,5089
1015,1015,c3ccccc3),5088
1016,1016,Fc1ccccc1,5080
1017,1017,c9,5054
1018,1018,N3,305
1019,1019,[C@]2(C),5042
1020,1020,COc1cc(cc(OC)c1OC,5018
1021,1021,CCCN1C(=O),5016
1022,1022,c1cccc2,5015
1023,1023,[nH]n,5015
1024,1024,(CC(=O),5014
1025,1025,c2nc3ccccc3,4998
1026,1026,5CCC,4997
1027,1027,n2)N,4992
1028,1028,C(=O)NCC,4981
1029,1029,Cc1c(,4976
1030,1030,[Na+].[Na+].,4967
1031,1031,C3=O,4958
1032,1032,Clc1ccccc1,4956
1033,1033,NC1,4945
1034,1034,[C@]3(C),4944
1035,1035,)C(=O)N[C@@H](CC(C)C,4943
1036,1036,c2ccc(Br,4942
1037,1037,OCCCN,4942
1038,1038,[n+]2,4929
1039,1039,(CC1,4922
1040,1040,COc1cccc2,4917
1041,1041,[Cl,4897
1042,1042,c2ccc(NC(=O),4885
1043,1043,2=C,4884
1044,1044,[C@@]34,4880
